,artist_name,track_name,album_name,release_date,artist_popularity,track_popularity,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hit,Dance_miss,Energy_miss,Valence_miss,all_popular
116,Swedish House Mafia,Heaven Takes You Home (feat. Connie Constance),Paradise Again,2022-04-15,75,81,"['edm', 'pop', 'pop dance', 'progressive electro house']",0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,audio_features,3nEHrvNNtgLv9rneTAYVr4,spotify:track:3nEHrvNNtgLv9rneTAYVr4,https://api.spotify.com/v1/tracks/3nEHrvNNtgLv9rneTAYVr4,https://api.spotify.com/v1/audio-analysis/3nEHrvNNtgLv9rneTAYVr4,214071,4,0,1,1,1,all_popular
117,The Weeknd,Out of Time,Out Of Time (Remix Bundle),2022-04-22,93,59,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.629,0.763,0,-4.279,0,0.0453,0.244,0.0,0.312,0.809,93.023,audio_features,6TZFNPSXXXBakzy5oUDQhc,spotify:track:6TZFNPSXXXBakzy5oUDQhc,https://api.spotify.com/v1/tracks/6TZFNPSXXXBakzy5oUDQhc,https://api.spotify.com/v1/audio-analysis/6TZFNPSXXXBakzy5oUDQhc,214191,4,0,1,1,0,all_popular
118,James Hype,Ferrari,Ferrari,2022-04-01,73,90,"['deep groove house', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,audio_features,4zN21mbAuaD0WqtmaTZZeP,spotify:track:4zN21mbAuaD0WqtmaTZZeP,https://api.spotify.com/v1/tracks/4zN21mbAuaD0WqtmaTZZeP,https://api.spotify.com/v1/audio-analysis/4zN21mbAuaD0WqtmaTZZeP,186662,4,0,0,1,1,all_popular
119,Alan Walker,The Drum,The Drum,2022-04-29,80,73,['electro house'],0.783,0.762,6,-4.727,1,0.0507,0.158,6.56e-05,0.092,0.33,127.993,audio_features,1zOOl8f7qkjj0AmvlCfLyQ,spotify:track:1zOOl8f7qkjj0AmvlCfLyQ,https://api.spotify.com/v1/tracks/1zOOl8f7qkjj0AmvlCfLyQ,https://api.spotify.com/v1/audio-analysis/1zOOl8f7qkjj0AmvlCfLyQ,189288,4,0,0,1,1,all_popular
120,Diplo,Don’t Forget My Love,Diplo,2022-03-04,79,73,"['edm', 'electro house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",0.639,0.873,2,-6.222,1,0.0408,0.0237,0.0143,0.119,0.258,121.031,audio_features,3LnETnq2xyUpKcGqAQLJy1,spotify:track:3LnETnq2xyUpKcGqAQLJy1,https://api.spotify.com/v1/tracks/3LnETnq2xyUpKcGqAQLJy1,https://api.spotify.com/v1/audio-analysis/3LnETnq2xyUpKcGqAQLJy1,199091,4,0,1,0,1,all_popular
121,Sam Smith,Love Me More,Love Me More,2022-04-28,81,78,"['dance pop', 'pop', 'uk pop']",0.791,0.439,10,-5.62,1,0.0645,0.302,1.85e-05,0.126,0.559,85.004,audio_features,16MQETUgqXwY4lZcyRafU3,spotify:track:16MQETUgqXwY4lZcyRafU3,https://api.spotify.com/v1/tracks/16MQETUgqXwY4lZcyRafU3,https://api.spotify.com/v1/audio-analysis/16MQETUgqXwY4lZcyRafU3,190659,4,0,0,1,1,all_popular
122,Tiësto,Don't Be Shy,Don't Be Shy,2021-08-12,82,85,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,audio_features,0bI7K9Becu2dtXK1Q3cZNB,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,https://api.spotify.com/v1/tracks/0bI7K9Becu2dtXK1Q3cZNB,https://api.spotify.com/v1/audio-analysis/0bI7K9Becu2dtXK1Q3cZNB,140500,4,0,0,0,1,all_popular
123,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),2021-08-13,75,82,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,audio_features,6Dy1jexKYriXAVG6evyUTJ,spotify:track:6Dy1jexKYriXAVG6evyUTJ,https://api.spotify.com/v1/tracks/6Dy1jexKYriXAVG6evyUTJ,https://api.spotify.com/v1/audio-analysis/6Dy1jexKYriXAVG6evyUTJ,162604,4,1,0,0,0,all_popular
124,Shakira,Te Felicito,Te Felicito,2022-04-21,85,94,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,audio_features,2rurDawMfoKP4uHyb2kJBt,spotify:track:2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt,172235,4,0,1,1,1,all_popular
125,Lost Frequencies,Where Are You Now,Where Are You Now,2021-07-30,77,91,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,audio_features,3uUuGVFu1V7jTQL60S1r8z,spotify:track:3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z,148197,4,0,1,1,1,all_popular
126,The Weeknd,Take My Breath - Single Version,Take My Breath,2021-08-06,93,76,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,audio_features,6OGogr19zPTM4BALXuMQpF,spotify:track:6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/tracks/6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/audio-analysis/6OGogr19zPTM4BALXuMQpF,220196,4,0,0,1,1,all_popular
127,INNA,Magical Love,Magical Love,2022-06-17,68,62,"['dance pop', 'romanian house', 'romanian pop']",0.568,0.68,4,-8.529,0,0.142,0.00238,4.08e-05,0.861,0.378,124.04,audio_features,0yNJ6ohn2kmEndRLAXhQvJ,spotify:track:0yNJ6ohn2kmEndRLAXhQvJ,https://api.spotify.com/v1/tracks/0yNJ6ohn2kmEndRLAXhQvJ,https://api.spotify.com/v1/audio-analysis/0yNJ6ohn2kmEndRLAXhQvJ,185967,4,0,1,1,1,all_popular
128,Sigala,Melody,Melody,2022-01-21,73,78,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk pop']",0.63,0.91,10,-2.681,0,0.058,0.0231,1.91e-06,0.125,0.525,123.017,audio_features,6Owc2SuzwO3LW1SAODYK3l,spotify:track:6Owc2SuzwO3LW1SAODYK3l,https://api.spotify.com/v1/tracks/6Owc2SuzwO3LW1SAODYK3l,https://api.spotify.com/v1/audio-analysis/6Owc2SuzwO3LW1SAODYK3l,167142,4,0,1,0,1,all_popular
129,Tiësto,The Motto,The Motto,2021-11-04,82,88,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,18asYwWugKjjsihZ0YvRxO,spotify:track:18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/tracks/18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/audio-analysis/18asYwWugKjjsihZ0YvRxO,164819,4,0,0,1,1,all_popular
130,MEDUZA,Tell It To My Heart,Tell It To My Heart,2021-10-29,73,77,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",0.539,0.715,11,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,123.854,audio_features,46nvQpUDsxpS08UTFOeKTA,spotify:track:46nvQpUDsxpS08UTFOeKTA,https://api.spotify.com/v1/tracks/46nvQpUDsxpS08UTFOeKTA,https://api.spotify.com/v1/audio-analysis/46nvQpUDsxpS08UTFOeKTA,165524,4,0,1,1,1,all_popular
131,Sean Paul,Dynamite,Dynamite,2021-10-22,79,70,"['dance pop', 'dancehall', 'pop', 'pop rap']",0.624,0.86,8,-3.012,1,0.124,0.0704,0.0,0.0819,0.816,100.897,audio_features,0fQfJFfngYfG26560HLMLN,spotify:track:0fQfJFfngYfG26560HLMLN,https://api.spotify.com/v1/tracks/0fQfJFfngYfG26560HLMLN,https://api.spotify.com/v1/audio-analysis/0fQfJFfngYfG26560HLMLN,212668,4,0,1,0,0,all_popular
132,Adele,Oh My God,30,2021-11-19,84,83,"['british soul', 'pop', 'pop soul', 'uk pop']",0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,audio_features,3Kkjo3cT83cw09VJyrLNwX,spotify:track:3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/tracks/3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/audio-analysis/3Kkjo3cT83cw09VJyrLNwX,225149,4,0,1,1,1,all_popular
133,Jaymes Young,Infinity,Feel Something,2017-06-23,72,87,"['modern rock', 'pop']",0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,audio_features,1SOClUWhOi8vHZYMz3GluK,spotify:track:1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/tracks/1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/audio-analysis/1SOClUWhOi8vHZYMz3GluK,237720,4,0,1,1,1,all_popular
134,Shawn Mendes,When You're Gone,When You're Gone,2022-03-31,83,83,"['canadian pop', 'pop', 'viral pop']",0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,audio_features,0U1W2LZVUX7qTm7dDpqxh6,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/tracks/0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/audio-analysis/0U1W2LZVUX7qTm7dDpqxh6,172267,4,0,1,1,1,all_popular
135,Swedish House Mafia,Moth To A Flame (with The Weeknd),Paradise Again,2022-04-15,75,83,"['edm', 'pop', 'pop dance', 'progressive electro house']",0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,audio_features,0VO8gYVDSwM1Qdd2GsMoYK,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,234000,4,0,1,1,1,all_popular
136,Lil Nas X,THATS WHAT I WANT,MONTERO,2021-09-17,81,89,"['lgbtq+ hip hop', 'pop']",0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4,0,0,0,1,all_popular
137,Elton John,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),2021-08-13,82,89,"['glam rock', 'mellow gold', 'piano rock']",0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4,1,0,0,0,all_popular
138,Post Malone,One Right Now (with The Weeknd),One Right Now,2021-11-05,89,82,"['dfw rap', 'melodic rap', 'rap']",0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507,4,0,1,1,1,all_popular
139,The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),2021-07-09,83,90,['australian hip hop'],0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4,0,1,1,1,all_popular
140,Coldplay,My Universe,My Universe,2021-09-24,86,84,"['permanent wave', 'pop']",0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,audio_features,3FeVmId7tL5YN8B7R3imoM,spotify:track:3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/tracks/3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/audio-analysis/3FeVmId7tL5YN8B7R3imoM,228000,4,0,1,1,1,all_popular
141,David Guetta,If You Really Love Me (How Will I Know),If You Really Love Me (How Will I Know),2021-07-02,86,74,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,audio_features,1V7bZ9gEIwFQpm8yGxRHNA,spotify:track:1V7bZ9gEIwFQpm8yGxRHNA,https://api.spotify.com/v1/tracks/1V7bZ9gEIwFQpm8yGxRHNA,https://api.spotify.com/v1/audio-analysis/1V7bZ9gEIwFQpm8yGxRHNA,184390,4,0,1,0,1,all_popular
142,Dermot Kennedy,Something to Someone,Something to Someone,2022-05-05,72,74,"['folk-pop', 'irish pop', 'pop', 'uk pop']",0.516,0.867,0,-6.357,1,0.0919,0.265,0.0,0.0976,0.419,146.941,audio_features,2eWOo3ooHrVezj2pmapV8X,spotify:track:2eWOo3ooHrVezj2pmapV8X,https://api.spotify.com/v1/tracks/2eWOo3ooHrVezj2pmapV8X,https://api.spotify.com/v1/audio-analysis/2eWOo3ooHrVezj2pmapV8X,198107,4,0,1,0,1,all_popular
143,Becky Hill,My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),2021-08-24,77,76,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,audio_features,4xMbBESczlHPUO8QeYi56p,spotify:track:4xMbBESczlHPUO8QeYi56p,https://api.spotify.com/v1/tracks/4xMbBESczlHPUO8QeYi56p,https://api.spotify.com/v1/audio-analysis/4xMbBESczlHPUO8QeYi56p,148960,4,0,1,1,1,all_popular
144,Imagine Dragons,Wrecked,Wrecked,2021-07-02,87,71,"['modern rock', 'rock']",0.626,0.56,0,-5.82,0,0.0288,0.148,1.51e-05,0.109,0.229,93.989,audio_features,2d1MywHy6FwKdzxFuSJnwl,spotify:track:2d1MywHy6FwKdzxFuSJnwl,https://api.spotify.com/v1/tracks/2d1MywHy6FwKdzxFuSJnwl,https://api.spotify.com/v1/audio-analysis/2d1MywHy6FwKdzxFuSJnwl,244005,4,0,1,1,1,all_popular
145,Justin Bieber,Ghost,Justice,2021-03-19,90,89,"['canadian pop', 'pop']",0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4,0,1,1,1,all_popular
146,Tom Grennan,Don't Break the Heart,Evering Road (Special Edition),2021-09-03,70,68,"['tropical house', 'uk pop']",0.726,0.827,1,-3.941,0,0.0341,0.029,0.0,0.223,0.479,123.003,audio_features,4tS2pyUXiaTjHK7vCBomyF,spotify:track:4tS2pyUXiaTjHK7vCBomyF,https://api.spotify.com/v1/tracks/4tS2pyUXiaTjHK7vCBomyF,https://api.spotify.com/v1/audio-analysis/4tS2pyUXiaTjHK7vCBomyF,229133,4,0,0,0,1,all_popular
147,Tones And I,Eyes Don’t Lie,Eyes Don’t Lie,2022-03-17,72,63,"['australian pop', 'pop']",0.649,0.73,9,-4.742,0,0.0318,0.0452,0.0,0.497,0.399,94.979,audio_features,2RSqIGxbnTQQjZIS5Iyakn,spotify:track:2RSqIGxbnTQQjZIS5Iyakn,https://api.spotify.com/v1/tracks/2RSqIGxbnTQQjZIS5Iyakn,https://api.spotify.com/v1/audio-analysis/2RSqIGxbnTQQjZIS5Iyakn,236184,4,0,1,1,1,all_popular
148,Rihanna,Umbrella,Good Girl Gone Bad: Reloaded,2008-06-02,87,82,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4,0,1,0,1,all_popular
149,50 Cent,In Da Club,Get Rich Or Die Tryin',2003-02-06,82,82,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,audio_features,7iL6o9tox1zgHpKUfh9vuC,spotify:track:7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/tracks/7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/audio-analysis/7iL6o9tox1zgHpKUfh9vuC,193467,4,0,0,1,1,all_popular
150,Lady Gaga,Just Dance,The Fame,2008-01-01,84,78,"['art pop', 'dance pop', 'pop']",0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,audio_features,1dzQoRqT5ucxXVaAhTcT0J,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,https://api.spotify.com/v1/tracks/1dzQoRqT5ucxXVaAhTcT0J,https://api.spotify.com/v1/audio-analysis/1dzQoRqT5ucxXVaAhTcT0J,241933,4,0,0,1,1,all_popular
151,Gwen Stefani,The Sweet Escape,The Sweet Escape,2006-01-01,72,71,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,audio_features,07K4GcCDSTiXUF5ssyTRUM,spotify:track:07K4GcCDSTiXUF5ssyTRUM,https://api.spotify.com/v1/tracks/07K4GcCDSTiXUF5ssyTRUM,https://api.spotify.com/v1/audio-analysis/07K4GcCDSTiXUF5ssyTRUM,246467,4,0,0,1,1,all_popular
152,Shakira,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,85,84,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,3ZFTkvIE7kyPt6Nu3PEa7V,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093,4,0,0,0,1,all_popular
153,Usher,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),2004-03-23,78,82,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,5rb9QrpfcKFHM1EUbSIurX,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,250373,4,0,0,0,1,all_popular
154,Mary J. Blige,Family Affair,No More Drama,2001-01-01,70,77,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,0,0,1,0,all_popular
155,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",Just Lose It,2004-01-01,89,78,"['detroit hip hop', 'hip hop', 'rap']",0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,audio_features,1v7L65Lzy0j0vdpRjJewt1,spotify:track:1v7L65Lzy0j0vdpRjJewt1,https://api.spotify.com/v1/tracks/1v7L65Lzy0j0vdpRjJewt1,https://api.spotify.com/v1/audio-analysis/1v7L65Lzy0j0vdpRjJewt1,322227,4,0,1,1,1,all_popular
156,Gnarls Barkley,Crazy,St. Elsewhere,2006-04-24,61,75,"['atl hip hop', 'neo soul']",0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,audio_features,1vxw6aYJls2oq3gW0DujAo,spotify:track:1vxw6aYJls2oq3gW0DujAo,https://api.spotify.com/v1/tracks/1vxw6aYJls2oq3gW0DujAo,https://api.spotify.com/v1/audio-analysis/1vxw6aYJls2oq3gW0DujAo,177466,4,0,0,1,1,all_popular
157,JAY-Z,Empire State Of Mind,The Blueprint 3,2009-09-08,82,83,"['east coast hip hop', 'hip hop', 'rap']",0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,audio_features,2igwFfvr1OAGX9SKDCPBwO,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,276920,4,0,1,0,0,all_popular
158,Maroon 5,This Love,Songs About Jane: 10th Anniversary Edition,2002,84,79,['pop'],0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,audio_features,6ECp64rv50XVz93WvxXMGF,spotify:track:6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF,206200,4,1,0,0,0,all_popular
159,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Moulin Rouge,2001-09-03,76,67,"['dance pop', 'pop', 'post-teen pop']",0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,audio_features,7GbqE3MlkKosIaCvf50JRK,spotify:track:7GbqE3MlkKosIaCvf50JRK,https://api.spotify.com/v1/tracks/7GbqE3MlkKosIaCvf50JRK,https://api.spotify.com/v1/audio-analysis/7GbqE3MlkKosIaCvf50JRK,264893,4,0,0,0,1,all_popular
160,Moby,Porcelain,Play,1999-05-17,67,70,"['downtempo', 'electronica']",0.515,0.613,0,-8.423,0,0.0305,0.00147,0.202,0.449,0.357,94.925,audio_features,1hEh8Hc9lBAFWUghHBsCel,spotify:track:1hEh8Hc9lBAFWUghHBsCel,https://api.spotify.com/v1/tracks/1hEh8Hc9lBAFWUghHBsCel,https://api.spotify.com/v1/audio-analysis/1hEh8Hc9lBAFWUghHBsCel,238920,4,0,1,1,1,all_popular
161,Bloc Party,Banquet,Silent Alarm,2005-02-02,60,65,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",0.575,0.936,10,-4.913,0,0.0512,0.000128,0.0146,0.0828,0.879,150.234,audio_features,4juzduULFJiZVIcrC1tkxE,spotify:track:4juzduULFJiZVIcrC1tkxE,https://api.spotify.com/v1/tracks/4juzduULFJiZVIcrC1tkxE,https://api.spotify.com/v1/audio-analysis/4juzduULFJiZVIcrC1tkxE,201360,4,0,1,0,0,all_popular
162,Miike Snow,Animal,Miike Snow,2009-05-21,55,55,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",0.763,0.721,1,-6.767,0,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049,audio_features,4XTTwW06rMgud7yS1nySZf,spotify:track:4XTTwW06rMgud7yS1nySZf,https://api.spotify.com/v1/tracks/4XTTwW06rMgud7yS1nySZf,https://api.spotify.com/v1/audio-analysis/4XTTwW06rMgud7yS1nySZf,263880,4,0,0,1,1,all_popular
163,José González,Heartbeats,Veneer,2003-07-02,62,65,"['gothenburg indie', 'indie folk', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",0.554,0.15,3,-16.746,1,0.0338,0.974,0.735,0.0698,0.314,87.956,audio_features,11X4Gw3T4hoktVruLgTnm1,spotify:track:11X4Gw3T4hoktVruLgTnm1,https://api.spotify.com/v1/tracks/11X4Gw3T4hoktVruLgTnm1,https://api.spotify.com/v1/audio-analysis/11X4Gw3T4hoktVruLgTnm1,160240,4,0,1,1,1,all_popular
164,Angie Stone,Wish I Didn't Miss You,Mahogany Soul,2001-10-16,53,64,"['neo soul', 'r&b', 'soul', 'urban contemporary']",0.856,0.755,10,-5.691,1,0.0331,0.355,0.000621,0.145,0.842,123.883,audio_features,3tZm76otWH20xzJC7icHCk,spotify:track:3tZm76otWH20xzJC7icHCk,https://api.spotify.com/v1/tracks/3tZm76otWH20xzJC7icHCk,https://api.spotify.com/v1/audio-analysis/3tZm76otWH20xzJC7icHCk,270893,4,0,0,1,0,all_popular
165,N.E.R.D,She Wants To Move,Fly Or Die,2004-01-01,57,58,"['hip hop', 'virginia hip hop']",0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,audio_features,4Vqd7MuPVrciqRS3EzhKWb,spotify:track:4Vqd7MuPVrciqRS3EzhKWb,https://api.spotify.com/v1/tracks/4Vqd7MuPVrciqRS3EzhKWb,https://api.spotify.com/v1/audio-analysis/4Vqd7MuPVrciqRS3EzhKWb,213787,4,1,0,0,0,all_popular
166,Amerie,1 Thing,Playlist: The Very Best Of Amerie,2008,55,52,"['alternative r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.636,0.946,10,-4.683,0,0.332,0.115,3.75e-05,0.0416,0.891,125.085,audio_features,6ZyNjT2hYvfV5PuW84dp1E,spotify:track:6ZyNjT2hYvfV5PuW84dp1E,https://api.spotify.com/v1/tracks/6ZyNjT2hYvfV5PuW84dp1E,https://api.spotify.com/v1/audio-analysis/6ZyNjT2hYvfV5PuW84dp1E,238747,5,0,1,0,0,all_popular
